Unique_link_identifier,Tip_label,Taxonomy,Metabolic_category,Feeding_type_-_consumer,Environment,Feeding_Mode,Trophic_Level,d15N,Mean_mass_(g),Mobility,Trophic_Uniqueness,Trophic_Flexibility
434,Trematomus_eulepidotus,Trematomus_eulepidotus,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.68,9.43,480,4,0.144,0.4753
435,Trematomus_lepidorhinus,Trematomus_lepidorhinus,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.8,9.025,150,4,0.112,0.4785
436,Trematomus_loennbergii,Trematomus_loennbergii,ectotherm_vertebrate,carnivorous,benthopelagic,predator,4.08,12.567,250,4,0.12,0.6324
437,Trematomus_nicolai,Trematomus_nicolai,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.83,8.165,660,4,0.11,0.4561
438,Trematomus_pennellii,Trematomus_pennellii,ectotherm_vertebrate,carnivorous,demersal,predator,4.02,10.688,300,4,0.103,0.5729
439,Trematomus_scotti,Trematomus_scotti,ectotherm_vertebrate,carnivorous,demersal,predator,3.81,10.852,95,4,0.104,0.4769
440,,Pleuragramma_antarcticum,ectotherm_vertebrate,carnivorous,demersal,predator,3.64,9.043,300,4,0.122,0.3462
441,,Notothenia_marmorata,ectotherm_vertebrate,carnivorous,demersal,predator,4.17,11.982,8600,4,0.168,0.6113
442,Notothenia_coriiceps,Notothenia_coriiceps,ectotherm_vertebrate,carnivorous,demersal,predator,4.24,11.982,2000,4,0.137,0.5947
443,Trematomus_bernacchii,Trematomus_bernacchii,ectotherm_vertebrate,carnivorous,demersal,predator,3.61,11.12,240,4,0.136,0.4843
444,Trematomus_hansoni,Trematomus_hansoni,ectotherm_vertebrate,carnivorous,benthopelagic,predator,4.34,9.076,300,4,0.174,0.4581
445,Macrourus_holotrachys,Macrourus_holotrachys,ectotherm_vertebrate,carnivorous,benthopelagic,predator,4.75,11.6,3800,4,0.185,0.3068
446,Macrourus_whitsoni,Macrourus_whitsoni,ectotherm_vertebrate,carnivorous,benthopelagic,predator,4.58,9.565,5100,4,0.191,0.4468
447,Electrona_antarctica,Electrona_antarctica,ectotherm_vertebrate,carnivorous,pelagic,predator,3.47,8.46,39,4,0.102,0.329
448,Harpagifer_antarcticus,Harpagifer_antarcticus,ectotherm_vertebrate,carnivorous,demersal,predator,3.79,11.75,36,4,0.137,0.4706
449,Bathylagus_antarcticus,Bathylagus_antarcticus,ectotherm_vertebrate,carnivorous,pelagic,predator,3.35,9.22,27,4,0.296,0.6247
450,Notolepis_coatsi,Notolepis_coatsi,ectotherm_vertebrate,carnivorous,pelagic,predator,3.48,8.52,3.1,4,0.179,0.6018
451,Gymnoscopelus_braueri,Gymnoscopelus_braueri,ectotherm_vertebrate,carnivorous,pelagic,predator,3.59,8.317,25,4,0.119,0.5981
452,Gymnoscopelus_opisthopterus,Gymnoscopelus_opisthopterus,ectotherm_vertebrate,carnivorous,pelagic,predator,3.38,8.317,36,4,0.083,0.2833
453,Gymnoscopelus_nicholsi,Gymnoscopelus_nicholsi,ectotherm_vertebrate,carnivorous,pelagic,predator,3.71,8.317,110,4,0.113,0.368
454,Protomyctophum_bolini,Protomyctophum_bolini,ectotherm_vertebrate,carnivorous,pelagic,predator,3.42,8.05,5.6,4,0.091,0.2443
455,,Pagetopsis_macropterus,ectotherm_vertebrate,carnivorous,demersal,predator,4.71,9.99,610,4,0.202,0.3285
456,,Muraenolepis_marmoratus,ectotherm_vertebrate,omnivorous,benthopelagic,predator,3.17,8.88,1000,4,0.087,0.4699
457,Muraenolepis_microps,Muraenolepis_microps,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.68,10.04,710,4,0.121,0.5665
458,Pachycara_brachycephalum,Pachycara_brachycephalum,ectotherm_vertebrate,carnivorous,demersal,predator,3.96,13.83,3.5,4,0.134,0.4128
459,,Champsocephalus_gunnari,ectotherm_vertebrate,carnivorous,pelagic,predator,3.72,8.107,2200,4,0.158,0.6247
460,Fulmarus_glacialoides,Fulmarus_glacialoides,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,4.45,6.71,14000,4,0.116,0.445
461,Thalassoica_antarctica,Thalassoica_antarctica,endotherm_vertebrate,carnivorous,land-based,predator,4.43,5.57,600,4,0.113,0.442
462,Halobaena_caerulea,Halobaena_caerulea,endotherm_vertebrate,carnivorous,land-based,predator,4.39,6.25,230,4,0.11,0.4337
463,Daption_capense,Daption_capense,endotherm_vertebrate,carnivorous,land-based,predator,4.43,6.47,5500,4,0.122,0.4511
464,Pagodroma_nivea,Pagodroma_nivea,endotherm_vertebrate,carnivorous,land-based,predator,4.23,7.19,4000,4,0.133,0.4631
465,Aphrodroma_brevirostris,Aphrodroma_brevirostris,endotherm_vertebrate,carnivorous,land-based,predator,4.21,7.84,330,4,0.127,0.4552
466,Macronectes_halli,Macronectes_halli,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,5,12.13,4100,4,0.149,0.2473
467,Macronectes_giganteus,Macronectes_giganteus,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,4.33,12.13,4700,4,0.124,0.467
468,Procellaria_aequinoctialis,Procellaria_aequinoctialis,endotherm_vertebrate,carnivorous,land-based,predator,4.28,6.65,600,4,0.128,0.441
469,Oceanites_oceanicus,Oceanites_oceanicus,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,4.11,8.28,600,4,0.118,0.4765
470,Sterna_vittata,Sterna_vittata,endotherm_vertebrate,carnivorous,land-based,predator,3.88,5.4,420,4,0.134,0.2444
471,Sterna_paradisaea,Sterna_paradisaea,endotherm_vertebrate,carnivorous,land-based,predator,4.08,5.85,380,4,0.119,0.4765
472,Pachyptila_desolata,Pachyptila_desolata,endotherm_vertebrate,carnivorous,land-based,predator,4.25,6.38,170,4,0.115,0.4051
473,Aptenodytes_forsteri,Aptenodytes_forsteri,endotherm_vertebrate,carnivorous,land-based,predator,4.78,10.28,11000,4,0.206,0.2327
474,Pygoscelis_adeliae,Pygoscelis_adeliae,endotherm_vertebrate,carnivorous,land-based,predator,3.8,8.54,880,4,0.122,0.2675
475,,Lobodon_carcinophagus,endotherm_vertebrate,carnivorous,land-based,predator,4.29,6.083,750000,4,0.115,0.4184
476,Hydrurga_leptonyx,Hydrurga_leptonyx,endotherm_vertebrate,carnivorous,land-based,predator,4.74,7.75,1400000,4,0.161,0.4214
477,Arctocephalus_gazella,Arctocephalus_gazella,endotherm_vertebrate,carnivorous,land-based,predator,4.68,8.014,320000,4,0.168,0.4457
478,Mirounga_leonina,Mirounga_leonina,endotherm_vertebrate,carnivorous,land-based,predator,4.88,6.91,5000000,4,0.208,0.1706
479,Ommatophoca_rossii,Ommatophoca_rossii,endotherm_vertebrate,carnivorous,land-based,predator,4.88,9.26,370000,4,0.208,0.1706
480,Leptonychotes_weddellii,Leptonychotes_weddellii,endotherm_vertebrate,carnivorous,land-based,predator,4.87,13.916,770000,4,0.197,0.265
481,Balaenoptera_musculus,Balaenoptera_musculus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.07,10.17,1900000,4,0.11,0.4151
482,Balaenoptera_physalus,Balaenoptera_physalus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.07,10.17,860000000,4,0.11,0.4151
483,Balaenoptera_acutorostrata,Balaenoptera_acutorostrata,endotherm_vertebrate,carnivorous,benthopelagic,predator,3.75,10.17,52000000,4,0.108,0.413
484,Physeter_macrocephalus,Physeter_macrocephalus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.51,10.17,250000000,4,0.142,0.2814
485,Megaptera_novaeangliae,Megaptera_novaeangliae,endotherm_vertebrate,carnivorous,benthopelagic,predator,3.26,10.17,280000000,4,0.14,0.1418
486,Orcinus_orca,Orcinus_orca,endotherm_vertebrate,carnivorous,benthopelagic,predator,5.07,10.17,40000000,4,0.198,0.1982
487,Lagenorhynchus_cruciger,Lagenorhynchus_cruciger,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.51,10.5,240000,4,0.142,0.2814
488,Tursiops_truncatus,Tursiops_truncatus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.51,10.5,2300000,4,0.142,0.2814
